,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
344,,,18867,0,0,0,0,0,4,0.0,,0,Billy,0.0,343,False,,,60,18867.jpg,0.0,Sharp,0.3,False,,a,15,49,57,0,0,0,0,0.0,9.5,Sharp,1037,3,2,4,10,0,0,0,1,1,0,9,159,175.4,186.2,348.0,69.9,275,32,175,24,95,32,196,32
345,,,27436,0,0,0,0,0,4,0.0,,0,David,0.0,344,False,,,55,27436.jpg,0.0,McGoldrick,1.1,False,,a,15,49,65,0,0,0,0,0.0,11.8,McGoldrick,1810,2,2,7,18,0,0,0,2,0,0,6,201,303.4,268.4,584.0,115.2,199,22,134,17,54,25,103,21
346,,,40386,0,0,0,0,0,2,0.0,,0,Chris,0.0,345,False,,,50,40386.jpg,0.0,Basham,2.7,False,,a,15,49,123,0,0,0,0,0.0,24.6,Basham,3242,0,1,13,37,0,0,0,4,0,0,6,639,707.6,212.1,103.0,102.7,48,17,163,36,228,67,128,34
347,,,47247,0,0,0,0,0,3,0.0,,0,John,0.0,346,False,,,60,47247.jpg,0.0,Fleck,0.6,False,,a,15,49,101,0,0,0,0,0.0,16.8,Fleck,2515,5,2,8,30,0,0,0,8,0,0,13,464,527.4,648.8,419.0,159.6,107,36,26,20,82,43,52,30
348,,,63426,0,0,0,0,0,2,0.0,,0,Enda,0.0,347,False,,,55,63426.jpg,0.0,Stevens,5.0,False,,a,15,49,142,0,0,0,0,0.0,25.8,Stevens,3345,2,4,13,39,0,0,0,7,0,0,8,639,641.0,554.5,338.0,153.5,63,25,37,5,101,14,55,7
349,,,74854,0,0,0,0,0,1,0.0,,0,Simon,0.0,348,False,,,45,74854.jpg,0.0,Moore,0.6,False,,a,15,49,3,0,0,0,0,0.0,0.7,Moore,180,0,0,0,6,0,0,0,0,0,5,0,23,28.0,0.0,0.0,2.8,347,29,387,25,372,21,361,29
350,,,79934,0,0,0,0,0,3,0.0,,0,Oliver,0.0,349,False,,,50,79934.jpg,0.0,Norwood,0.5,False,,a,15,49,98,0,0,0,0,0.0,19.6,Norwood,3089,1,3,13,36,0,0,0,8,0,0,6,563,608.4,808.8,100.0,151.8,69,20,17,14,236,120,58,34
351,,,82143,0,0,0,0,0,1,0.0,,0,Wes,0.0,350,False,,,45,82143.jpg,0.0,Foderingham,0.4,False,,a,15,49,0,0,0,0,0,0.0,0.0,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,38,389,26,374,22,401,38
352,,,82691,0,0,0,0,0,2,0.0,,0,George,0.0,351,False,,,55,82691.jpg,0.0,Baldock,5.5,False,,a,15,49,142,0,0,0,0,0.0,25.8,Baldock,3420,2,4,13,39,0,0,0,7,0,0,7,602,559.8,485.7,241.0,128.6,85,33,51,10,143,25,87,16
353,,,83427,0,0,0,0,0,2,0.0,,0,Jack,0.0,352,False,,,45,83427.jpg,0.0,Robinson,0.2,False,,a,15,49,14,0,0,0,0,0.0,3.1,Jack Robinson,504,0,0,1,11,0,0,0,0,0,0,2,87,106.8,30.4,2.0,14.0,309,116,300,109,331,127,329,120
354,,,108416,0,0,0,0,0,2,0.0,,0,John,0.0,353,False,,,50,108416.jpg,0.0,Egan,16.5,False,,a,15,49,133,0,0,0,0,0.0,26.6,Egan,3187,2,1,13,33,0,0,0,3,1,0,9,592,641.4,25.4,587.0,125.4,60,24,311,115,53,2,90,17
355,,,146610,0,0,0,0,0,2,0.0,,0,Jack,0.0,354,False,,,50,146610.jpg,0.0,O'Connell,0.9,False,,a,15,49,111,0,0,0,0,0.0,22.2,O'Connell,2915,0,1,12,28,0,0,0,4,0,0,6,552,576.6,262.3,246.0,108.6,78,30,138,30,141,24,114,26
356,,,153723,0,0,0,0,0,3,0.0,,0,John,0.0,355,False,,,55,153723.jpg,0.0,Lundstram,11.2,False,,a,15,49,144,0,0,0,0,0.0,26.2,Lundstram,2452,5,4,10,29,0,0,0,5,0,0,15,539,502.8,382.9,449.0,133.9,118,41,92,64,72,38,77,45
357,,,167878,0,0,0,0,0,3,0.0,,0,Ben,0.0,356,False,,,50,167878.jpg,0.0,Osborn,0.0,False,,a,15,49,19,0,0,0,0,0.0,3.8,Osborn,590,0,0,2,4,0,0,0,0,0,0,0,84,78.4,108.5,65.0,25.3,321,135,220,125,270,134,302,133
358,,,169432,0,0,0,0,0,4,0.0,,0,Oliver,0.0,357,False,,,60,169432.jpg,0.0,McBurnie,0.8,False,,a,15,49,86,0,0,0,0,0.0,14.3,McBurnie,2105,6,1,9,25,0,0,0,4,0,0,6,300,424.4,186.9,830.0,143.7,150,19,173,23,34,18,67,18
359,,,171975,0,0,0,0,0,4,0.0,,0,Callum,0.0,358,False,,,55,171975.jpg,0.0,Robinson,0.1,False,,a,15,49,33,0,0,0,0,0.0,6.0,Callum Robinson,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156.0,30.4,319,40,252,39,196,44,292,42
360,,,178304,0,0,0,0,0,4,0.0,,0,Lys,0.0,359,False,,,60,178304.jpg,0.0,Mousset,0.5,False,,a,15,49,84,0,0,0,0,0.0,14.0,Mousset,1223,6,4,3,15,0,0,0,1,0,0,11,248,303.0,163.1,530.0,98.1,201,23,188,27,61,28,139,27
361,,,207189,0,0,0,0,0,3,0.0,,0,Sander,0.0,360,False,,,50,207189.jpg,0.0,Berge,0.5,False,,a,15,49,40,0,0,0,0,0.0,8.0,Berge,943,1,1,4,11,0,0,0,0,0,0,3,147,152.4,66.0,82.0,30.3,287,123,262,136,249,126,293,130
362,,,49083,0,0,0,0,0,3,0.0,,0,Luke,0.0,477,False,,,50,49083.jpg,0.0,Freeman,0.0,False,,a,15,49,13,0,0,0,0,0.0,2.6,Freeman,360,0,0,1,5,0,0,0,2,0,0,0,38,46.2,77.4,25.0,14.9,338,143,245,129,300,144,327,142
363,,,20452,0,0,0,0,0,4,0.0,,0,Shane,0.0,361,False,,,55,20452.jpg,0.0,Long,1.0,False,,a,16,20,62,0,0,0,0,0.0,11.3,Long,1386,2,3,5,20,0,0,0,0,0,0,4,159,190.8,264.8,536.0,99.4,266,31,137,18,59,26,136,26
364,,,40146,0,0,0,0,0,2,0.0,,0,Ryan,0.0,362,False,,,50,40146.jpg,0.0,Bertrand,0.8,False,,a,16,20,75,0,0,0,0,0.0,15.0,Bertrand,2742,1,1,7,52,0,0,0,3,1,0,0,432,436.8,538.5,234.0,121.1,141,52,43,7,148,28,98,21
365,,,58376,0,0,0,0,0,1,0.0,,0,Alex,0.0,363,False,,,45,58376.jpg,0.0,McCarthy,11.5,False,,a,16,20,104,0,0,0,0,0.0,23.1,McCarthy,2520,0,0,7,35,0,1,0,0,0,79,8,491,652.0,10.0,0.0,66.0,57,11,330,5,366,19,210,11
366,,,78056,0,0,0,0,0,3,0.0,,0,Oriol,0.0,364,False,,,45,78056.jpg,0.0,Romeu Vidal,3.6,False,,a,16,20,51,0,0,0,0,0.0,11.3,Oriol Romeu,1855,0,0,5,38,0,0,0,5,0,0,1,301,333.2,272.9,69.0,67.6,188,79,133,88,265,131,207,102
367,,,83283,0,0,0,0,0,3,0.0,,0,Nathan,0.0,365,False,,,65,83283.jpg,0.0,Redmond,0.6,False,,a,16,20,107,0,0,0,0,0.0,16.5,Redmond,2763,4,4,7,51,0,0,0,2,0,0,8,412,517.2,539.1,752.0,181.2,112,39,42,34,37,18,42,23
368,,,84939,0,0,0,0,0,4,0.0,,0,Danny,0.0,366,False,,,85,84939.jpg,0.0,Ings,20.5,False,,a,16,20,198,0,0,0,0,0.0,23.3,Ings,2800,22,2,6,44,0,0,1,3,0,0,40,736,1010.0,458.3,1558.0,302.4,7,2,62,4,6,4,7,3
369,,,88900,0,0,0,0,0,2,0.0,,0,Jack,0.0,367,False,,,50,88900.jpg,0.0,Stephens,0.5,False,,a,16,20,85,0,0,0,0,0.0,17.0,Stephens,2451,1,3,7,39,0,0,0,4,1,0,8,432,566.2,101.5,97.0,76.6,82,32,226,64,239,73,178,50
370,,,91047,0,0,0,0,0,3,0.0,,0,Stuart,0.0,368,False,,,55,91047.jpg,0.0,Armstrong,1.7,False,,a,16,20,98,0,0,0,0,0.0,17.8,Armstrong,1706,5,4,7,25,0,0,0,4,0,0,10,301,418.2,274.9,431.0,112.4,154,62,131,87,74,39,109,64
371,,,93100,0,0,0,0,0,2,0.0,,0,Jannik,0.0,369,False,,,45,93100.jpg,0.0,Vestergaard,0.6,False,,a,16,20,51,0,0,0,0,0.0,11.3,Vestergaard,1496,1,0,4,26,0,0,0,3,0,0,6,286,363.8,81.3,183.0,62.8,173,63,241,75,181,39,218,69
372,,,101178,0,0,0,0,0,3,0.0,,0,James,0.0,370,False,,,60,101178.jpg,0.0,Ward-Prowse,2.4,False,,a,16,20,117,0,0,0,0,0.0,19.5,Ward-Prowse,3420,5,4,9,60,0,0,2,9,0,0,8,587,864.6,989.9,548.0,240.7,17,7,8,6,56,29,21,13
373,,,107265,0,0,0,0,0,1,0.0,,0,Angus,0.0,371,False,,,45,107265.jpg,0.0,Gunn,0.4,False,,a,16,20,29,0,0,0,0,0.0,6.4,Gunn,900,0,0,2,25,0,0,0,0,0,30,3,166,219.4,0.0,0.0,22.1,254,21,398,30,385,27,311,21
374,,,128198,0,0,0,0,0,3,0.0,,0,Sofiane,0.0,372,False,,,55,128198.jpg,0.0,Boufal,0.1,False,,a,16,20,34,0,0,0,0,0.0,6.2,Boufal,753,0,3,1,17,0,0,0,2,0,0,0,99,149.4,203.7,267.0,62.0,289,124,166,108,129,74,224,108
375,,,153366,0,0,0,0,0,3,0.0,,0,Harrison,0.0,373,False,,,45,153366.jpg,0.0,Reed,0.3,False,,a,16,20,0,0,0,0,0,0.0,0.0,Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,413,163,404,163,391,157,413,163
376,,,153379,0,0,0,0,0,3,0.0,,0,Josh,0.0,374,False,,,45,153379.jpg,0.0,Sims,0.1,False,,a,16,20,0,0,0,0,0,0.0,0.0,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,164,405,164,392,158,414,164
377,,,158534,0,0,0,0,0,2,0.0,,0,Kyle,0.0,375,False,,,45,158534.jpg,0.0,Walker-Peters,7.1,False,,a,16,20,32,0,0,0,0,0.0,7.1,Walker-Peters,944,0,1,2,12,0,0,0,1,0,0,2,194,168.2,108.6,48.0,32.2,278,104,219,60,283,100,290,102
378,,,171771,0,0,0,0,0,2,0.0,,0,Jan,0.0,376,False,,,45,171771.jpg,0.0,Bednarek,2.9,False,,a,16,20,84,0,0,0,0,0.0,18.7,Bednarek,3057,1,1,7,57,1,0,0,4,0,0,5,539,729.8,45.5,95.0,87.5,43,16,282,96,241,75,160,43
379,,,200439,0,0,0,0,0,4,0.0,,0,Che,0.0,377,False,,,60,200439.jpg,0.0,Adams,2.0,False,,a,16,20,78,0,0,0,0,0.0,13.0,Adams,1095,4,4,4,17,0,0,0,0,0,0,8,242,226.2,184.9,524.0,92.3,249,28,176,25,62,29,148,28
380,,,213482,0,0,0,0,0,2,0.0,,0,Yan,0.0,378,False,,,50,213482.jpg,0.0,Valery,0.1,False,,a,16,20,18,0,0,0,0,0.0,3.6,Valery,778,0,1,1,20,0,0,0,1,0,0,0,93,112.0,44.2,77.0,23.3,303,115,284,98,259,87,308,109
381,,,214466,0,0,0,0,0,3,0.0,,0,William,0.0,379,False,,,45,214466.jpg,0.0,Smallbone,0.5,False,,a,16,20,24,0,0,0,0,0.0,5.3,Smallbone,389,0,2,3,4,0,0,0,0,0,0,1,84,70.2,53.2,43.0,16.5,324,137,278,141,288,139,324,141
382,,,214470,0,0,0,0,0,2,0.0,,0,Jake,0.0,380,False,,,40,214470.jpg,0.0,Vokins,1.2,False,,a,16,20,2,0,0,0,0,0.0,0.5,Vokins,90,0,0,0,1,0,0,0,0,0,0,0,10,8.4,16.7,3.0,2.8,364,135,319,120,329,125,360,132
383,,,220598,0,0,0,0,0,4,0.0,,0,Michael,0.0,381,False,,,50,220598.jpg,0.0,Obafemi,2.8,False,,a,16,20,45,0,0,0,0,0.0,9.0,Obafemi,655,3,2,3,12,0,0,0,1,0,0,2,165,170.8,130.7,235.0,53.4,277,33,209,33,146,37,242,35
384,,,431131,0,0,0,0,0,3,0.0,,0,Moussa,0.0,382,False,,,55,431131.jpg,0.0,Djenepo,0.1,False,,a,16,20,40,0,0,0,0,0.0,7.3,Djenepo,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252.0,62.9,251,108,195,120,137,81,217,105
385,,,450527,0,0,0,0,0,2,0.0,,0,Mohammed,0.0,479,False,,,45,450527.jpg,0.0,Salisu,0.3,False,,a,16,20,0,0,0,0,0,0.0,0.0,Salisu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,168,425,168,419,166,434,168
386,,,37915,0,0,0,0,0,1,0.0,,0,Hugo,0.0,383,False,,,55,37915.jpg,0.0,Lloris,3.8,False,,a,17,6,98,0,0,0,0,0.0,17.8,Lloris,1808,0,0,6,21,0,1,0,0,0,80,13,422,564.6,0.0,0.0,56.5,83,13,458,45,456,43,235,13
387,,,38290,0,0,0,0,0,2,0.0,,0,Danny,0.0,384,False,,,50,38290.jpg,0.0,Rose,0.3,False,,a,17,6,47,0,0,0,0,0.0,9.4,Rose,1753,0,0,5,28,0,0,0,7,0,0,0,290,288.4,230.8,44.0,56.5,209,80,155,33,286,101,234,75
388,,,45268,0,0,0,0,0,3,0.0,,0,Moussa,0.0,385,False,,,50,45268.jpg,0.0,Sissoko,0.4,False,,a,17,6,69,0,0,0,0,0.0,13.8,Sissoko,2451,2,1,7,31,0,0,0,8,0,0,0,386,346.0,275.7,189.0,81.0,182,77,130,86,175,96,172,91
389,,,55605,0,0,0,0,0,2,0.0,,0,Toby,0.0,386,False,,,55,55605.jpg,0.0,Alderweireld,1.5,False,,a,17,6,97,0,0,0,0,0.0,17.6,Alderweireld,2957,2,2,7,39,1,0,0,7,0,0,6,576,773.6,196.0,182.0,115.2,30,7,168,37,182,40,104,23
390,,,62974,0,0,0,0,0,3,0.0,,0,Erik,0.0,387,False,,,60,62974.jpg,0.0,Lamela,0.2,False,,a,17,6,65,0,0,0,0,0.0,10.8,Lamela,1203,2,5,5,12,0,0,0,3,0,0,2,220,226.2,284.2,337.0,84.5,248,106,127,84,102,55,163,86
391,,,78830,0,0,0,0,0,4,0.0,,0,Harry,0.0,388,False,,,105,78830.jpg,0.0,Kane,11.5,False,,a,17,6,158,0,0,0,0,0.0,15.0,Kane,2588,18,2,6,36,0,0,0,4,0,0,26,587,843.8,391.0,1071.0,230.6,21,5,90,10,22,13,24,9
392,,,80226,0,0,0,0,0,2,0.0,,0,Serge,0.0,389,False,,,55,80226.jpg,0.0,Aurier,5.4,False,,a,17,6,124,0,0,0,0,0.0,22.5,Aurier,2699,1,7,9,33,1,0,0,2,1,0,15,623,655.2,508.1,252.0,141.6,56,23,47,9,136,22,69,11
393,,,85971,0,0,0,0,0,3,0.0,,0,Heung-Min,0.0,390,False,,,90,85971.jpg,0.0,Son,11.5,False,,a,17,6,169,0,0,0,0,0.0,18.8,Son,2478,11,13,7,32,0,0,1,0,2,0,18,544,800.6,606.1,1144.0,254.6,29,11,29,23,17,6,18,11
394,,,93264,0,0,0,0,0,2,0.0,,0,Eric,0.0,391,False,,,50,93264.jpg,0.0,Dier,0.7,False,,a,17,6,36,0,0,0,0,0.0,7.2,Dier,1340,0,2,3,23,0,0,0,5,0,0,0,172,297.2,100.2,56.0,45.6,204,78,228,66,276,96,264,89
395,,,95715,0,0,0,0,0,3,0.0,,0,Lucas,0.0,392,False,,,70,95715.jpg,0.0,Rodrigues Moura da Silva,3.0,False,,a,17,6,100,0,0,0,0,0.0,14.3,Lucas Moura,2235,4,5,6,29,0,0,0,3,0,0,3,330,494.6,477.1,751.0,172.1,121,44,57,44,38,19,47,26
396,,,102884,0,0,0,0,0,1,0.0,,0,Paulo,0.0,393,False,,,45,102884.jpg,0.0,Gazzaniga,0.4,False,,a,17,6,58,0,0,0,0,0.0,12.9,Gazzaniga,1612,0,0,2,26,0,1,0,1,0,59,6,300,449.8,10.0,0.0,46.1,135,18,331,6,383,26,263,18
397,,,108823,0,0,0,0,0,3,0.0,,0,Bamidele,0.0,394,False,,,80,108823.jpg,0.0,Alli,0.9,False,,a,17,6,117,0,0,0,0,0.0,14.6,Alli,1845,8,6,4,25,0,0,0,2,0,0,12,349,531.2,328.6,627.0,148.9,105,34,108,71,48,25,62,37
398,,,115556,0,0,0,0,0,2,0.0,,0,Ben,0.0,395,False,,,50,115556.jpg,0.0,Davies,0.6,False,,a,17,6,41,0,0,0,0,0.0,8.2,Davies,1430,0,0,4,19,0,0,0,6,0,0,2,223,279.8,172.4,94.0,54.4,216,82,182,43,242,76,240,77
399,,,132015,0,0,0,0,0,3,0.0,,0,Pierre-Emile,0.0,396,False,,,50,132015.jpg,0.0,Højbjerg,1.5,False,,a,17,6,75,0,0,0,0,0.0,15.0,Højbjerg,2750,0,3,7,51,0,0,0,5,0,0,1,412,493.0,469.0,368.0,133.1,122,45,58,45,91,49,79,46
400,,,157668,0,0,0,0,0,3,0.0,,0,Harry,0.0,397,False,,,55,157668.jpg,0.0,Winks,0.2,False,,a,17,6,52,0,0,0,0,0.0,9.5,Winks,2223,0,0,6,31,0,0,0,9,0,0,0,369,361.8,323.4,74.0,76.1,174,74,110,72,261,128,179,94
401,,,173904,0,0,0,0,0,2,0.0,,0,Davinson,0.0,398,False,,,55,173904.jpg,0.0,Sánchez,0.8,False,,a,17,6,64,0,0,0,0,0.0,11.6,Sánchez,2431,0,2,4,37,0,0,0,6,0,0,4,443,550.0,31.0,82.0,66.5,94,37,299,108,250,79,208,64
402,,,184349,0,0,0,0,0,2,0.0,,0,Ryan,0.0,399,False,,,50,184349.jpg,0.0,Sessegnon,0.3,False,,a,17,6,9,0,0,0,0,0.0,1.8,Sessegnon,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9,339,124,291,103,293,106,335,122
403,,,194252,0,0,0,0,0,3,0.0,,0,Steven,0.0,400,False,,,75,194252.jpg,0.0,Bergwijn,0.9,False,,a,17,6,43,0,0,0,0,0.0,5.7,Bergwijn,699,3,1,2,9,0,0,0,2,0,0,5,141,174.2,187.3,147.0,50.8,276,120,172,111,202,106,253,119
404,,,195774,0,0,0,0,0,3,0.0,,0,Gedson,0.0,401,False,,,50,195774.jpg,0.0,Carvalho Fernandes,0.1,False,,a,17,6,7,0,0,0,0,0.0,1.4,Fernandes,62,0,0,0,1,0,0,0,0,0,0,0,20,17.2,34.3,20.0,7.2,357,149,296,146,307,147,346,148
405,,,199584,0,0,0,0,0,2,0.0,,0,Japhet,0.0,402,False,,,50,199584.jpg,0.0,Tanganga,0.2,False,,a,17,6,17,0,0,0,0,0.0,3.4,Tanganga,525,0,0,2,7,0,0,0,1,0,0,0,100,134.4,17.2,20.0,17.1,293,111,318,119,308,113,322,117
406,,,200826,0,0,0,0,0,3,0.0,,0,Giovani,0.0,403,False,,,70,200826.jpg,0.0,Lo Celso,2.6,False,,a,17,6,54,0,0,0,0,0.0,7.7,Lo Celso,1482,0,3,6,18,0,0,0,6,0,0,3,250,303.2,459.4,176.0,93.9,200,84,60,47,186,100,146,79
407,0.0,,209042,0,0,0,0,0,3,0.0,,0,Oliver,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18T09:30:16.995257Z,45,209042.jpg,0.0,Skipp,0.3,False,,n,17,6,7,0,0,0,0,0.0,1.6,Skipp,74,0,0,0,1,0,0,0,0,0,0,0,23,15.2,1.6,0.0,1.8,358,150,348,159,405,162,366,153
408,,,231372,0,0,0,0,0,3,0.0,,0,Tanguy,0.0,405,False,,,60,231372.jpg,0.0,Ndombele,0.3,False,,a,17,6,45,0,0,0,0,0.0,7.5,Ndombele,1002,2,2,1,17,0,0,0,3,0,0,2,220,274.2,194.8,122.0,59.2,218,92,170,110,217,113,230,113
409,,,234908,0,0,0,0,0,2,0.0,,0,Juan,0.0,406,False,,,45,234908.jpg,0.0,Foyth,0.2,False,,a,17,6,3,0,0,0,0,0.0,0.7,Foyth,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0.0,3.1,354,131,327,124,414,165,357,130
410,,,42427,0,0,0,0,0,2,0.0,,0,Kieran,0.0,407,False,,,45,42427.jpg,0.0,Gibbs,1.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Gibbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,146,379,146,362,141,393,146
411,,,49440,0,0,0,0,0,4,0.0,,0,Hal,0.0,408,False,,,55,49440.jpg,0.0,Robson-Kanu,0.7,False,,a,18,35,0,0,0,0,0,0.0,0.0,Robson-Kanu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,55,460,55,458,55,461,55
412,,,49944,0,0,0,0,0,3,0.0,,0,Jake,0.0,409,False,,,50,49944.jpg,0.0,Livermore,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Livermore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,437,171,431,171,425,170,437,171
413,,,49957,0,0,0,0,0,3,0.0,,0,Kamil,0.0,410,False,,,55,49957.jpg,0.0,Grosicki,0.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Grosicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,462,187,461,187,459,187,462,187
414,,,50229,0,0,0,0,0,3,0.0,,0,Matt,0.0,411,False,,,55,50229.jpg,0.0,Phillips,0.4,False,,a,18,35,0,0,0,0,0,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,188,462,188,460,188,463,188
415,,,59940,0,0,0,0,0,2,0.0,,0,Kyle,0.0,412,False,,,45,59940.jpg,0.0,Bartley,0.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Bartley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,397,148,383,148,367,143,397,148
416,,,61600,0,0,0,0,0,3,0.0,,0,Romaine,0.0,413,False,,,50,61600.jpg,0.0,Sawyers,0.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Sawyers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,173,435,173,429,172,441,173
417,,,77777,0,0,0,0,0,2,0.0,,0,Ahmed El-Sayed,0.0,414,False,,,45,77777.jpg,0.0,Hegazy,2.6,False,,a,18,35,0,0,0,0,0,0.0,0.0,Hegazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,151,388,151,373,146,400,151
418,,,78356,0,0,0,0,0,4,0.0,,0,Charlie,0.0,415,False,,,55,78356.jpg,0.0,Austin,1.6,False,,a,18,35,0,0,0,0,0,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,466,56,466,56,464,56,466,56
419,,,82078,0,0,0,0,0,4,0.0,,0,Kenneth,0.0,416,False,,,50,82078.jpg,0.0,Zohore,0.6,False,,a,18,35,0,0,0,0,0,0.0,0.0,Zohore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,52,440,52,434,52,444,52
420,,,101982,0,0,0,0,0,1,0.0,,0,Sam,0.0,417,False,,,45,101982.jpg,0.0,Johnstone,1.4,False,,a,18,35,0,0,0,0,0,0.0,0.0,Johnstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,40,396,29,382,25,407,40
421,,,108053,0,0,0,0,0,2,0.0,,0,Conor,0.0,418,False,,,45,108053.jpg,0.0,Townsend,0.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,157,399,157,386,153,409,157
422,,,146426,0,0,0,0,0,2,0.0,,0,Oluwasemilogo Adesewo Ibidapo,0.0,419,False,,,50,146426.jpg,0.0,Ajayi,0.8,False,,a,18,35,0,0,0,0,0,0.0,0.0,Ajayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,448,172,445,172,441,171,448,172
423,,,173809,0,0,0,0,0,3,0.0,,0,Jonathan,0.0,420,False,,,45,173809.jpg,0.0,Leko,1.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Leko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417,165,408,165,395,159,417,165
424,,,174593,0,0,0,0,0,3,0.0,,0,Kyle,0.0,421,False,,,50,174593.jpg,0.0,Edwards,0.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,454,182,451,182,448,182,454,182
425,,,176420,0,0,0,0,0,2,0.0,,0,Darnell,0.0,422,False,,,45,176420.jpg,0.0,Furlong,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Furlong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,161,409,161,396,157,418,161
426,,,195864,0,0,0,0,0,3,0.0,,0,Sam,0.0,423,False,,,50,195864.jpg,0.0,Field,0.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Field,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,183,452,183,449,183,455,183
427,,,197937,0,0,0,0,0,3,0.0,,0,Oliver,0.0,424,False,,,45,197937.jpg,0.0,Burke,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,166,413,166,401,160,422,166
428,,,216616,0,0,0,0,0,2,0.0,,0,Dara,0.0,425,False,,,45,216616.jpg,0.0,O'Shea,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,O'Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429,167,420,167,410,164,429,167
429,,,232427,0,0,0,0,0,3,0.0,,0,Rekeem,0.0,426,False,,,45,232427.jpg,0.0,Harper,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,Harper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,169,422,169,412,165,431,169
430,,,210407,0,0,0,0,0,3,0.0,,0,Matheus,0.0,481,False,,,60,210407.jpg,0.0,Pereira,5.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478,198,478,198,478,198,478,198
431,,,18073,0,0,0,0,0,3,0.0,,0,Mark,0.0,427,False,,,50,18073.jpg,0.0,Noble,1.7,False,,a,19,21,105,0,0,0,0,0.0,21.0,Noble,2675,4,4,7,44,0,0,0,5,0,0,8,504,542.2,602.2,164.0,131.1,98,32,30,24,193,102,83,49
